id,snapshot_time,coin,bid_volume,ask_volume,book_imbalance,best_bid,best_ask,spread_avg,buy_aggressor_vol,sell_aggressor_vol,net_aggressor_flow,num_trades,total_volume,whale_buy_vol,whale_sell_vol,whale_net_flow,whale_trade_count,large_trade_count,book_updates
769,2026-02-17T03:08:00,HYPE,2978.76,5618.62,0.381652,30.801,30.806,0.002382,1286.74,7718.66,-6431.92,440,9005.4,1198.94,5425.49,-4226.55,273,0,110
770,2026-02-17T03:08:00,BTC,23.49,54.51,0.416864,68637.0,68638.0,1.218182,4.46,2.58,1.88,135,7.03,2.19,0.12,2.07,21,2,110
771,2026-02-17T03:09:00,HYPE,3039.03,4366.92,0.412101,30.8,30.801,0.001673,2809.3,2766.49,42.81,182,5575.79,2242.65,727.27,1515.38,57,1,110
772,2026-02-17T03:09:00,BTC,52.58,25.3,0.446318,68633.0,68634.0,1.2,4.72,2.4,2.33,128,7.12,0.64,0.31,0.33,8,3,110
773,2026-02-17T03:10:00,HYPE,2655.68,4985.62,0.400951,30.839,30.84,0.002093,4449.47,1040.73,3408.74,142,5490.2,387.39,1283.87,-896.48,49,0,108
774,2026-02-17T03:10:00,BTC,9.0,135.3,0.427702,68682.0,68683.0,1.092593,3.31,1.68,1.63,137,5.0,0.9,0.16,0.74,24,0,108
775,2026-02-17T03:11:00,HYPE,2832.28,4478.88,0.426924,30.841,30.842,0.001991,1554.72,409.13,1145.59,117,1963.85,387.4,978.78,-591.38,59,0,109
776,2026-02-17T03:11:00,BTC,22.44,56.11,0.231546,68646.0,68647.0,1.183486,1.62,0.43,1.18,94,2.05,1.52,0.0,1.52,24,0,109
777,2026-02-17T03:12:00,HYPE,1622.95,2730.07,0.409461,30.814,30.815,0.002037,719.88,5031.0,-4311.12,123,5750.88,480.93,5199.77,-4718.84,95,0,109
778,2026-02-17T03:12:00,BTC,22.43,75.97,0.2672,68606.0,68607.0,1.321101,3.71,15.35,-11.64,263,19.06,5.01,11.59,-6.58,138,8,109
779,2026-02-17T03:13:00,HYPE,2600.37,4586.89,0.416412,30.839,30.84,0.002294,475.4,304.54,170.86,60,779.94,387.4,42.88,344.52,20,0,109
780,2026-02-17T03:13:00,BTC,18.93,83.71,0.301338,68622.0,68623.0,1.174312,1.73,6.35,-4.62,147,8.08,1.26,0.64,0.62,46,2,109
781,2026-02-17T03:14:00,HYPE,2515.41,3629.07,0.427558,30.829,30.83,0.001714,392.69,9.02,383.67,31,401.71,387.39,0.0,387.39,15,0,105
782,2026-02-17T03:14:00,BTC,16.66,59.3,0.387244,68647.0,68648.0,1.2,2.31,0.17,2.15,93,2.48,1.66,0.74,0.91,31,0,105
