id,snapshot_time,coin,bid_volume,ask_volume,book_imbalance,best_bid,best_ask,spread_avg,buy_aggressor_vol,sell_aggressor_vol,net_aggressor_flow,num_trades,total_volume,whale_buy_vol,whale_sell_vol,whale_net_flow,whale_trade_count,large_trade_count,book_updates
22,2026-02-16T20:54:00,BTC,57.11,70.77,0.624467,68428.0,68429.0,1.231481,7.8,9.55,-1.76,260,17.35,1.43,0.0,1.43,25,5,108
23,2026-02-16T20:55:00,HYPE,3932.91,4082.7,0.660666,30.311,30.318,0.004072,7704.57,7755.71,-51.14,869,15460.28,2691.08,506.06,2185.02,56,2,111
24,2026-02-16T20:55:00,BTC,80.31,40.97,0.604815,68371.0,68372.0,1.468468,5.86,38.67,-32.81,478,44.52,3.79,32.94,-29.15,142,19,111
25,2026-02-16T20:56:00,HYPE,3635.64,2620.79,0.525845,30.288,30.289,0.003367,4645.37,15751.86,-11106.49,306,20397.23,8103.76,41.5,8062.26,98,2,109
26,2026-02-16T20:56:00,BTC,104.3,31.37,0.610549,68380.0,68381.0,1.165138,10.78,4.64,6.14,184,15.43,0.12,0.0,0.12,7,4,109
27,2026-02-16T20:57:00,HYPE,2719.42,4781.92,0.414653,30.221,30.222,0.001528,329.25,2678.31,-2349.06,113,3007.56,134.12,15.9,118.22,29,0,108
28,2026-02-16T20:57:00,BTC,76.29,45.01,0.596998,68376.0,68377.0,1.046296,0.94,1.66,-0.72,98,2.59,0.1,0.0,0.1,10,0,108
29,2026-02-16T20:58:00,HYPE,2263.77,4059.46,0.458326,30.273,30.274,0.002028,1395.2,116.66,1278.54,86,1511.86,66.3,33.88,32.42,26,0,109
30,2026-02-16T20:58:00,BTC,62.4,55.11,0.669804,68423.0,68424.0,1.247706,2.79,6.12,-3.33,158,8.91,0.21,0.0,0.2,14,1,109
31,2026-02-16T20:59:00,HYPE,4149.68,4007.6,0.512717,30.268,30.269,0.001128,80.54,543.84,-463.3,47,624.38,65.34,7.82,57.52,18,0,109
32,2026-02-16T20:59:00,BTC,99.62,18.28,0.70242,68451.0,68452.0,1.266055,8.01,0.58,7.43,144,8.59,0.12,0.0,0.12,8,4,109
33,2026-02-16T21:00:00,HYPE,2528.69,3128.79,0.453365,30.27,30.272,0.001287,93.29,226.32,-133.03,60,319.61,66.92,2.86,64.06,19,0,108
34,2026-02-16T21:00:00,BTC,79.1,10.58,0.692901,68493.0,68494.0,1.37037,70.44,35.0,35.44,725,105.44,1.27,24.11,-22.83,95,59,108
35,2026-02-16T21:01:00,HYPE,3331.41,3486.71,0.421132,30.202,30.203,0.002593,2590.08,921.41,1668.67,153,3511.49,67.99,558.63,-490.64,24,0,108
36,2026-02-16T21:01:00,BTC,65.1,32.53,0.640548,68488.0,68489.0,1.75,2.31,5.08,-2.76,291,7.39,0.12,1.02,-0.9,27,1,108
37,2026-02-16T21:02:00,HYPE,2334.17,3539.68,0.426717,30.187,30.193,0.00338,592.74,396.27,196.47,63,989.01,63.93,186.54,-122.61,16,0,108
38,2026-02-16T21:02:00,BTC,58.38,21.62,0.546264,68401.0,68402.0,1.277778,3.11,202.06,-198.95,538,205.18,11.61,0.0,11.6,42,87,108
39,2026-02-16T21:03:00,HYPE,4553.01,3668.58,0.398249,30.197,30.198,0.001907,180.55,181.01,-0.46,49,361.56,65.97,8.05,57.92,20,0,108
40,2026-02-16T21:03:00,BTC,64.65,41.33,0.629882,68427.0,68428.0,1.074074,0.62,2.27,-1.64,129,2.89,0.11,0.02,0.09,14,1,108
41,2026-02-16T21:04:00,HYPE,3012.98,3855.8,0.439069,30.198,30.199,0.003073,174.25,8.1,166.15,45,182.35,66.42,4.66,61.76,25,0,109
42,2026-02-16T21:04:00,BTC,29.88,44.85,0.508397,68426.0,68427.0,1.0,0.81,1.4,-0.59,95,2.2,0.13,0.0,0.13,7,0,109
43,2026-02-16T21:05:00,HYPE,3763.42,3729.65,0.456799,30.202,30.203,0.002185,135.35,191.59,-56.24,43,326.94,67.07,2.86,64.21,19,0,108
44,2026-02-16T21:05:00,BTC,53.96,33.05,0.457601,68422.0,68423.0,1.064815,1.89,1.3,0.59,123,3.2,0.78,0.0,0.78,26,0,108
