id,snapshot_time,coin,mark_px,oracle_px,prev_day_px,funding_8h,open_interest,open_interest_usd,day_ntl_vlm,premium
10625135,2026-02-13T08:05:01.360924,HYPE,30.677,30.683,30.065,1.25e-05,23837926.36,731276066.94572,261448407.36148,0.0
10625326,2026-02-13T08:06:01.801311,HYPE,30.688,30.694,30.065,1.25e-05,23837866.98,731536461.88224,261482060.84878,-0.0006190135
10625517,2026-02-13T08:07:01.413350,HYPE,30.593,30.602,30.065,1.25e-05,23837390.12,729257275.94116,261537161.15578,-0.0005555192
10625708,2026-02-13T08:08:02.109411,HYPE,30.555,30.561,30.065,1.25e-05,23837074.36,728341807.0698,261557157.33868,-3.59936e-05
10625899,2026-02-13T08:09:01.521900,HYPE,30.571,30.583,30.065,1.25e-05,23837624.54,728740019.812341,261615488.49808,-0.0004250728
10626090,2026-02-13T08:10:02.887103,HYPE,30.593,30.603,30.065,1.25e-05,23838751.2,729298915.4616,261659938.75408,-0.0002025945
10626281,2026-02-13T08:11:01.413134,HYPE,30.633,30.642,30.065,1.25e-05,23838937.36,730258168.14888,261707746.97698,0.0001305398
10626472,2026-02-13T08:12:02.250457,HYPE,30.731,30.737,30.065,1.25e-05,23839178.08,732601781.57648,261754153.87738,0.0002049647
10626663,2026-02-13T08:13:02.083070,HYPE,30.769,30.774,30.065,1.25e-05,23838674.5,733492175.6905,261944126.34448,0.0005849093
10626854,2026-02-13T08:14:02.363166,HYPE,30.742,30.741,30.065,1.25e-05,23838910.36,732855782.28712,261953354.55088,-0.0001398783
10627045,2026-02-13T08:15:03.066683,HYPE,30.7,30.705,30.065,1.25e-05,23838774.7,731850383.29,261985617.18453,-0.0003582478
10627236,2026-02-13T08:16:03.037909,HYPE,30.676,30.683,30.065,1.25e-05,23839174.98,731290531.68648,262017077.71783,-0.000195548
10627427,2026-02-13T08:17:03.006570,HYPE,30.712,30.718,30.065,1.25e-05,23839379.32,732155017.67584,262092563.16878,-0.0003515854
10627618,2026-02-13T08:18:01.746798,HYPE,30.707,30.713,30.065,1.25e-05,23838917.24,732021631.68868,262124412.91468,-0.00065119
10627809,2026-02-13T08:19:02.336071,HYPE,30.632,30.639,30.065,1.25e-05,23837658.32,730195149.658241,262157075.46418,-0.000228467
10628000,2026-02-13T08:20:02.274721,HYPE,30.65,30.653,30.363,1.25e-05,23837229.5,730611084.175,261389895.88808,0.000313183
10628191,2026-02-13T08:21:01.522957,HYPE,30.626,30.63,30.363,1.25e-05,23836496.82,730016551.60932,261409704.29243,0.0
10628382,2026-02-13T08:22:01.429244,HYPE,30.652,30.655,30.363,1.25e-05,23835833.28,730615961.69856,261428499.14788,0.0
10628573,2026-02-13T08:23:01.537652,HYPE,30.676,30.678,30.363,1.25e-05,23835068.84,731164571.73584,261454068.69678,-0.0002118782
10628764,2026-02-13T08:24:01.375963,HYPE,30.758,30.762,30.363,1.25e-05,23835047.9,733118403.3082,261467271.84408,-0.0003250764
10628955,2026-02-13T08:25:02.376089,HYPE,30.762,30.764,30.363,1.25e-05,23835337.8,733222661.4036,261526429.08978,-0.0001950332
10629146,2026-02-13T08:26:02.583809,HYPE,30.714,30.715,30.363,1.25e-05,23835602.64,732086699.48496,261535447.58773,5.86033e-05
10629337,2026-02-13T08:27:01.419586,HYPE,30.672,30.674,30.363,1.25e-05,23834891.92,731063804.97024,261580701.84013,-0.0001956054
10629528,2026-02-13T08:28:01.425323,HYPE,30.657,30.66,30.363,1.25e-05,23835008.04,730709841.48228,261614759.47738,-0.0003913894
10629719,2026-02-13T08:29:01.522724,HYPE,30.632,30.636,30.363,1.25e-05,23834982.16,730113173.52512,261638492.23748,-0.0002872438
10629910,2026-02-13T08:30:01.342281,HYPE,30.643,30.648,30.363,1.25e-05,23834427.72,730358368.62396,261664973.12345,-9.78857e-05
10630101,2026-02-13T08:31:01.437069,HYPE,30.639,30.645,30.363,1.25e-05,23834459.46,730264003.39494,261668996.02401,-0.0002936858
10630292,2026-02-13T08:32:03.177606,HYPE,30.677,30.683,30.363,1.25e-05,23834379.9,731167272.1923,261695359.76113,0.0
10630483,2026-02-13T08:33:01.413471,HYPE,30.646,30.652,30.363,1.25e-05,23834251.98,730424486.17908,261712478.14801,-0.0001435469
10630674,2026-02-13T08:34:01.369032,HYPE,30.639,30.642,30.363,1.25e-05,23834297.18,730259031.29802,261729895.80953,-3.91619e-05
10630865,2026-02-13T08:35:01.345551,HYPE,30.686,30.692,30.336,1.25e-05,23834635.14,731389613.90604,259986944.37557,0.0
10631056,2026-02-13T08:36:01.479603,HYPE,30.682,30.687,30.336,1.25e-05,23834728.4,731297136.7688,260035406.34381,-0.0002281096
10631247,2026-02-13T08:37:02.061639,HYPE,30.553,30.56,30.336,1.25e-05,23834617.42,728219066.03326,260106895.30541,-0.0004450262
10631438,2026-02-13T08:38:01.556804,HYPE,30.541,30.547,30.336,1.25e-05,23833981.76,727913636.93216,260131100.71181,1.30946e-05
10631629,2026-02-13T08:39:02.093569,HYPE,30.592,30.599,30.336,1.25e-05,23833692.74,729120328.30208,260160789.55253,0.0
10631820,2026-02-13T08:40:01.602862,HYPE,30.588,30.592,30.336,1.25e-05,23834259.56,729042331.42128,260184994.95893,0.0
10632011,2026-02-13T08:41:01.815994,HYPE,30.621,30.628,30.336,1.25e-05,23837208.14,729919150.45494,260284150.13029,3.26499e-05
10632202,2026-02-13T08:42:01.564703,HYPE,30.602,30.61,30.336,1.25e-05,23836982.16,729459328.06032,260302567.00765,-0.0007840575
10632393,2026-02-13T08:43:02.630981,HYPE,30.613,30.622,30.336,1.25e-05,23837431.72,729735297.24436,260319460.24933,-0.0005878127
10632584,2026-02-13T08:44:01.408916,HYPE,30.621,30.631,30.336,1.25e-05,23838118.76,729947034.54996,260386042.88349,-0.0002481147
10632775,2026-02-13T08:45:01.405686,HYPE,30.604,30.608,30.336,1.25e-05,23838188.56,729543922.69024,260457279.91579,0.0001502875
10632966,2026-02-13T08:46:01.394772,HYPE,30.599,30.611,30.336,1.25e-05,23838307.2,729428362.0128,260466152.39983,-0.0001045376
10633157,2026-02-13T08:47:01.915932,HYPE,30.613,30.625,30.336,1.25e-05,23838405.9,729765119.8167,260473539.91087,-0.000437551
10633348,2026-02-13T08:48:01.674310,HYPE,30.586,30.599,30.336,1.25e-05,23837580.28,729096230.44408,260508608.84953,-0.0004902121
10633539,2026-02-13T08:49:02.697099,HYPE,30.496,30.504,30.336,1.25e-05,23839773.84,727017743.02464,261011186.78581,-0.000291765
10633730,2026-02-13T08:50:01.847500,HYPE,30.689,30.695,30.212,1.25e-05,23853855.32,732050965.91548,261019372.18453,0.0
10633921,2026-02-13T08:51:01.650215,HYPE,30.709,30.715,30.212,1.25e-05,23853429.62,732514970.20058,261051402.59287,-0.0001041836
10634112,2026-02-13T08:52:01.550514,HYPE,30.701,30.703,30.212,1.25e-05,23853541.58,732327580.04758,261062714.71915,9.77103e-05
10634303,2026-02-13T08:53:01.418233,HYPE,30.719,30.724,30.212,1.25e-05,23852657.54,732729786.97126,261129839.47909,0.0
10634494,2026-02-13T08:54:01.315815,HYPE,30.81,30.813,30.212,1.25e-05,23859653.94,735115937.8914,261560794.25887,6.81531e-05
10634685,2026-02-13T08:55:02.038047,HYPE,30.861,30.863,30.212,1.25e-05,23857894.68,736278487.71948,261657588.77935,0.0
10634876,2026-02-13T08:56:01.466071,HYPE,30.839,30.842,30.212,1.25e-05,23856261.2,735703239.1468,261735040.37833,-0.0001588743
10635067,2026-02-13T08:57:01.388192,HYPE,30.801,30.803,30.212,1.25e-05,23857732.12,734842007.02812,261788551.45693,-6.49287e-05
10635258,2026-02-13T08:58:02.719020,HYPE,30.756,30.761,30.212,1.25e-05,23859670.1,733828013.5956,261888884.19349,-0.000325087
10635449,2026-02-13T08:59:01.429186,HYPE,30.725,30.732,30.212,1.25e-05,23857584.16,733024273.316,261989861.13277,-0.0001301575
10635640,2026-02-13T09:00:01.394480,HYPE,30.701,30.709,30.212,1.25e-05,23855817.22,732397444.47122,262066507.47214,0.0
10635831,2026-02-13T09:01:01.818836,HYPE,30.722,30.73,30.212,1.25e-05,23863998.18,733149752.08596,262454484.14179,-0.0002993817
10636022,2026-02-13T09:02:02.208607,HYPE,30.712,30.722,30.212,1.25e-05,23862634.16,732869220.32192,262572840.65047,-3.255e-05
10636213,2026-02-13T09:03:01.617854,HYPE,30.691,30.7,30.212,1.25e-05,23860601.28,732305713.88448,262650429.53509,-0.0001530945
10636404,2026-02-13T09:04:02.294445,HYPE,30.694,30.7,30.212,1.25e-05,23857697.04,732288152.94576,262809549.6754,7.81759e-05
10636595,2026-02-13T09:05:01.664531,HYPE,30.72,30.729,30.409,1.25e-05,23855902.28,732853318.0416,262325845.67299,-0.0004881382
10636786,2026-02-13T09:06:02.434918,HYPE,30.669,30.68,30.409,1.25e-05,23854859.92,731604698.88648,262418273.49859,-0.0004563233
10636977,2026-02-13T09:07:02.656137,HYPE,30.704,30.715,30.409,1.25e-05,23853484.26,732397380.71904,262547899.71583,0.0
10637168,2026-02-13T09:08:02.053500,HYPE,30.694,30.706,30.409,1.25e-05,23851618.4,732101575.1696,262632031.27189,-0.0003061291
10637359,2026-02-13T09:09:01.610579,HYPE,30.695,30.709,30.409,1.25e-05,23849588.54,732063120.235301,262707812.19994,-0.0006056856
10637550,2026-02-13T09:10:01.848970,HYPE,30.661,30.676,30.409,1.25e-05,23848271.3,731211846.3293,262804662.71665,-0.0001173556
10637741,2026-02-13T09:11:01.586214,HYPE,30.656,30.671,30.409,1.25e-05,23847114.28,731057135.36768,262883444.1094,-0.0003358221
10637932,2026-02-13T09:12:01.586707,HYPE,30.664,30.68,30.409,1.25e-05,23844741.18,731175143.54352,262970898.28855,-0.0006127771
10638123,2026-02-13T09:13:02.154339,HYPE,30.644,30.66,30.409,1.25e-05,23843521.94,730660886.32936,263046294.40777,-0.0004468363
10638314,2026-02-13T09:14:01.522966,HYPE,30.637,30.655,30.409,1.25e-05,23842156.18,730452138.88666,263115970.91035,-0.0007339749
10638505,2026-02-13T09:15:01.632573,HYPE,30.599,30.622,30.409,1.23485e-05,23838856.7,729445176.1633,263309687.70397,-0.0004147345
10638696,2026-02-13T09:16:01.862499,HYPE,30.575,30.596,30.409,9.8263e-06,23834544.14,728741187.0805,263459213.31697,-0.0007517323
10638887,2026-02-13T09:17:01.687257,HYPE,30.622,30.642,30.409,9.5579e-06,23831732.28,729775305.87816,263546636.60143,-4.89524e-05
10639078,2026-02-13T09:18:01.401246,HYPE,30.621,30.642,30.409,8.3144e-06,23829937.38,729696512.512981,263631442.76683,-0.0005776385
10639269,2026-02-13T09:19:03.785692,HYPE,30.614,30.633,30.409,7.8827e-06,23828961.26,729499820.013641,263701288.10731,-0.0004145856
10639460,2026-02-13T09:20:01.936704,HYPE,30.665,30.682,30.152,8.5351e-06,23830259.9,730754919.8335,262975078.98102,0.0
10639651,2026-02-13T09:21:01.391507,HYPE,30.641,30.659,30.152,7.5349e-06,23828749.82,730136723.23462,263060323.42434,-0.000652337
10639842,2026-02-13T09:22:02.685657,HYPE,30.711,30.729,30.152,8.5947e-06,23826595.5,731738574.4005,263157643.77102,-8.78649e-05
10640033,2026-02-13T09:23:01.341480,HYPE,30.718,30.735,30.152,8.3679e-06,23825282.0,731865012.476,263317172.95512,-0.0003774199
10640224,2026-02-13T09:24:01.315872,HYPE,30.741,30.759,30.152,8.2197e-06,23823915.6,732370989.4596,263388081.54804,-0.0005136708
10640415,2026-02-13T09:25:02.399705,HYPE,30.676,30.691,30.152,6.9562e-06,23820664.66,730722709.11016,263490260.59722,-0.0003193119
10640606,2026-02-13T09:26:01.765211,HYPE,30.733,30.758,30.152,6.9841e-06,23816239.26,731944481.17758,263594876.49612,-0.000923337
10640797,2026-02-13T09:27:01.516746,HYPE,30.712,30.73,30.152,6.4299e-06,23814882.48,731402670.72576,263667732.54882,-0.0010087862
10640988,2026-02-13T09:28:01.330934,HYPE,30.658,30.676,30.152,5.56e-06,23812998.66,730058912.91828,263755170.2181,-0.0005085409
10641179,2026-02-13T09:29:02.196003,HYPE,30.673,30.692,30.152,5.2735e-06,23809858.18,730319779.95514,263853984.13758,-0.0001954907
10641370,2026-02-13T09:30:01.314623,HYPE,30.648,30.669,30.152,4.0502e-06,23807691.28,729658122.34944,264020894.913,-0.0007499429
10641561,2026-02-13T09:31:02.076907,HYPE,30.625,30.647,30.152,2.7796e-06,23806036.84,729059878.225,264102892.3524,-0.0005514406
10641752,2026-02-13T09:32:01.420494,HYPE,30.696,30.718,30.152,2.7953e-06,23806471.04,730763435.04384,264297974.745,-0.0002213686
10641943,2026-02-13T09:33:01.299736,HYPE,30.678,30.697,30.152,2.996e-06,23804886.8,730286317.2504,264369141.93495,-0.0007231977
10642134,2026-02-13T09:34:01.444864,HYPE,30.677,30.691,30.152,2.8079e-06,23803492.04,730219725.31108,264438411.28005,-0.0002899873
10642325,2026-02-13T09:35:01.334184,HYPE,30.683,30.701,30.252,2.6939e-06,23801675.34,730306804.45722,263857160.78661,-0.0004853262
10642516,2026-02-13T09:36:02.109448,HYPE,30.656,30.675,30.252,2.0711e-06,23799738.68,729604788.97408,263936138.46771,-0.0006291769
10642707,2026-02-13T09:37:03.231231,HYPE,30.648,30.668,30.252,1.6888e-06,23795966.84,729298791.71232,264091781.66466,-0.0005217164
10642898,2026-02-13T09:38:01.507897,HYPE,30.604,30.625,30.252,8.267e-07,23792910.6,728158236.0024,264177789.00231,-0.0007836735
10643089,2026-02-13T09:39:01.560791,HYPE,30.582,30.604,30.252,4.9e-09,23791344.14,727586886.48948,264250068.60576,-0.0006535093
10643280,2026-02-13T09:40:01.764108,HYPE,30.552,30.575,30.252,-6.229e-07,23789912.48,726829406.08896,264331889.83641,-0.0007195421
10643471,2026-02-13T09:41:01.327061,HYPE,30.518,30.542,30.252,-1.4805e-06,23787506.02,725947108.71836,264421364.04291,-0.0007530614
10643662,2026-02-13T09:42:02.095138,HYPE,30.494,30.511,30.252,-1.8799e-06,23784369.28,725280556.82432,264557564.21316,-0.0004227983
10643853,2026-02-13T09:43:02.494164,HYPE,30.475,30.491,30.252,-1.8549e-06,23782515.54,724772161.0815,264674255.46996,-0.0001705421
10644044,2026-02-13T09:44:01.407775,HYPE,30.472,30.48,30.252,-1.697e-06,23779848.72,724619550.195841,264774205.97616,-0.0006889764
10644235,2026-02-13T09:45:01.404922,HYPE,30.414,30.429,30.252,-1.5435e-06,23775288.14,723101613.48996,265008042.06141,-0.0001281672
10644426,2026-02-13T09:46:01.402110,HYPE,30.441,30.456,30.252,-9.544e-07,23774328.8,723714343.0008,265141747.52798,-0.0005877331
10644617,2026-02-13T09:47:01.756185,HYPE,30.459,30.474,30.252,-4.966e-07,23773180.1,724107292.6659,265244387.37356,-9.84446e-05
10644808,2026-02-13T09:48:02.046007,HYPE,30.552,30.572,30.252,-7.04e-08,23773380.2,726324311.8704,265508345.21899,0.0
10644999,2026-02-13T09:49:01.378614,HYPE,30.564,30.58,30.252,1.352e-07,23771838.8,726562481.083201,265600969.86295,-0.0004349248
10645190,2026-02-13T09:50:01.324742,HYPE,30.532,30.549,30.4,-1.519e-07,23769515.4,725730844.1928,264981267.56375,-0.0007201545
10645381,2026-02-13T09:51:01.393134,HYPE,30.537,30.555,30.4,-8.23e-08,23768309.02,725812852.54374,265105157.69467,-0.0006218295
10645572,2026-02-13T09:52:01.573080,HYPE,30.561,30.578,30.4,8.63e-08,23767070.6,726345444.6066,265196901.65068,-0.0002681667
10645763,2026-02-13T09:53:01.328338,HYPE,30.468,30.487,30.4,-5.198e-07,23762859.48,724006802.63664,265378001.81841,-0.0006560173
10645954,2026-02-13T09:54:02.880185,HYPE,30.461,30.48,30.4,-7.227e-07,23760502.86,723768677.618461,265502771.72465,-0.0006003937
10646145,2026-02-13T09:55:01.373243,HYPE,30.477,30.49,30.4,-9.017e-07,23756968.16,724041118.61232,265676825.78036,-0.0003804526
10646336,2026-02-13T09:56:01.340250,HYPE,30.474,30.491,30.4,-1.0014e-06,23754388.32,723891229.66368,265766457.91055,-0.000524745
10646527,2026-02-13T09:57:01.386998,HYPE,30.497,30.515,30.4,-1.0073e-06,23752375.16,724376185.25452,265872781.13081,-0.00085204
10646718,2026-02-13T09:58:01.412798,HYPE,30.586,30.601,30.4,-2.328e-07,23747255.82,726333566.51052,266128449.86216,-0.0004771086
10646909,2026-02-13T09:59:01.277707,HYPE,30.597,30.612,30.4,2.383e-07,23746304.98,726565693.47306,266253753.96116,0.0002254018
10647100,2026-02-13T10:00:03.054647,HYPE,30.623,30.638,30.4,1.25e-05,23741593.5,727038817.7505,266530714.53141,-0.0002643776
10647291,2026-02-13T10:01:01.335512,HYPE,30.616,30.629,30.4,7.0764e-06,23737415.9,726744725.1944,266733874.96266,-0.0005713539
10647482,2026-02-13T10:02:01.313834,HYPE,30.56,30.576,30.4,-3.1479e-06,23736092.6,725374989.856001,266828548.78141,-0.0004284406
10647673,2026-02-13T10:03:01.652284,HYPE,30.523,30.535,30.4,3.5673e-06,23736004.26,724494058.027981,266933134.38141,-0.0003602423
10647864,2026-02-13T10:04:01.308526,HYPE,30.501,30.517,30.4,2.8197e-06,23732334.76,723859942.514761,267092657.55641,-0.0002031654
10648055,2026-02-13T10:05:01.260027,HYPE,30.53,30.546,30.468,6.6894e-06,23731436.94,724520769.7782,265685973.84841,-0.0003732076
10648246,2026-02-13T10:06:02.177429,HYPE,30.575,30.591,30.468,9.3968e-06,23729427.02,725527231.1365,265858830.84216,-0.0003105489
10648437,2026-02-13T10:07:01.293805,HYPE,30.585,30.599,30.468,9.3071e-06,23728288.16,725729693.3736,265938721.05466,-0.0004085101
10648628,2026-02-13T10:08:01.800282,HYPE,30.583,30.596,30.468,9.611e-06,23725272.46,725590007.64418,266051902.78591,-0.0002778141
10648819,2026-02-13T10:09:01.365477,HYPE,30.53,30.545,30.468,8.1794e-06,23724855.14,724319827.424201,266160644.50466,-0.0006875102
10649010,2026-02-13T10:10:01.514022,HYPE,30.549,30.565,30.468,7.5334e-06,23723127.4,724717818.9426,266248161.26091,-0.0004089645
10649201,2026-02-13T10:11:01.522618,HYPE,30.554,30.57,30.468,6.9082e-06,23721785.24,724795426.22296,266344421.76091,-0.0004906771
