class,hash,time,token,type,amount,from,to,px
PERP,0x0f075003df7eaa7b1081042fb1beb902128a00e97a71c94db2cffb569e728465,1763437883086,ETH-USD,Open Long,116.8604,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xd25c28cb8ef1a459d3d5042fb1beb70203cc00b129f4c32b7624d41e4df57e44,1763437882946,ETH-USD,Open Long,0.6998,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x755f8096322d601876d9042fb1beb40205b90101cd207eea19282be8f1213a03,1763437882681,ETH-USD,Open Long,0.1653,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xae42369a492a854dafbb042fb1beb40205b6007fe42da41f520ae1ed082e5f38,1763437882681,ETH-USD,Open Long,31.8696,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xf0a5664c2d0c9dbaf21f042fb1beb30202690031c80fbc8d946e119eec0077a5,1763437882604,ETH-USD,Open Long,32.3733,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xbfb09ea993a50ed4c12a042fb1beb3020263008f2ea82da6637949fc52a8e8bf,1763437882604,ETH-USD,Open Long,0.7089,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xccca5368a35c3b3dce44042fb1beb10211a0004e3e5f5a0f7092febb62501528,1763437882435,ETH-USD,Open Long,31.7027,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xa35047a80abb7aada4ca042fb1beb1021186008da5be997f4718f2fac9bf5498,1763437882435,ETH-USD,Open Long,0.6277,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xd9cddfe3023a82c7db47042fb1beb002018300c89d3da1997d968b35c13e5cb2,1763437882377,ETH-USD,Open Long,10.5693,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x5bac8edb8264365d5d26042fb1beb002017e00c11d67552fff753a2e41681047,1763437882377,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xb428ac3a352883c7b5a2042fb1beaf02034f001fd02ba29957f1578cf42c5db2,1763437882278,ETH-USD,Open Long,29.8559,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xf0dba62cc9f7c0d6f255042fb1bead0204ae001264fadfa994a4517f88fb9ac1,1763437882078,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x8b34b8f696d53bdf8cae042fb1bead0204ac00dc31d85ab12efd644955d915ca,1763437882078,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x0d1367ef170eef750e8d042fb1bead0204a700d4b2020e47b0dc1341d602c95f,1763437882078,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x7df26ef84b4ba9ed7f6c042fb1bead02048b00dde64ec8bf21bb1a4b0a4f83d8,1763437882078,ETH-USD,Open Long,31.6522,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x65780b26fe97e27a66f1042fb1bead020488000c999b014c0940b679bd9bbc65,1763437882078,ETH-USD,Open Long,56.9652,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x2afe57771a0a28cd2c78042fb1bead020457005cb50d479fcec702c9d90e02b7,1763437882078,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x636ddafbb428860964e7042fb1bead02044900e14f2ba4db0736864e732c5ff4,1763437882078,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x30867f1e6af8673e3200042fb1beac020303000405fb8610d44f2a7129fc4128,1763437881975,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x7db30883516724c27f2c042fb1beac0203020068ec6a4394217bb3d6106afead,1763437881975,ETH-USD,Open Long,24.7398,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xcadf91e837d5e246cc59042fb1beac02030100cdd2d901186ea83d3af6d9bc31,1763437881975,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x180c1b4d1e449fcb1985042fb1beac0203000032b947be9dbbd4c69fdd4879b5,1763437881975,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x68f602a30516c47a6a6f042fb1beac0202f50088a019e34c0cbeadf5c41a9e65,1763437881975,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x88eb225652815a438a64042fb1beac0202e4003bed8479152cb3cda91185342e,1763437881975,ETH-USD,Open Long,0.6676,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x7070be8505dd92d071ea042fb1beac0202e1006aa0d0b1a2143969d7c4d16cbb,1763437881975,ETH-USD,Open Long,41.9078,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xbd9d47e9ec4c5054bf17042fb1beac0202e000cf874f6f266165f33cab402a3f,1763437881975,ETH-USD,Open Long,15.3238,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x0ac9d14ed2bb0dd90c43042fb1beac0202df00346dbe2cabae927ca191bee7c3,1763437881975,ETH-USD,Open Long,22.0644,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x57f65ab3b929cb5d5970042fb1beac0202de0099542cea2ffbbf0606782da547,1763437881975,ETH-USD,Open Long,14.4853,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x5eda8bf15c1550aa6054042fb1beab0203aa00d6f7186f7c02a337441b192a95,1763437881876,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x8fe6abf0f13cc7ce9160042fb1beaa02089100d68c3fe6a033af5743b030a1b9,1763437881780,ETH-USD,Open Long,8.5209,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xdd133555d7ab8552de8c042fb1beaa020890003b72aea42480dbe0a896af5f3d,1763437881780,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x2a3fbebabe1a42d72bb9042fb1beaa02088f00a0591d61a9ce086a0d7d1e1cc1,1763437881780,ETH-USD,Open Long,4.3835,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x776c481fa489005b78e6042fb1beaa02088e00053f8c1f2d1b34f372638cda46,1763437881780,ETH-USD,Open Long,10.3909,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xc498d1848af7bddfc612042fb1beaa02088d006a25fadcb168617cd749fb97ca,1763437881780,ETH-USD,Open Long,0.8463,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x532aad33ceef9ad754a4042fb1bea50204fd001969e2b9a9f6f358868de374c1,1763437881341,ETH-USD,Open Long,0.0044,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x23664cd6ac12408d24e0042fb1be8d0205c000bc47155f5fc72ef8296b161a77,1763437879559,ETH-USD,Open Long,0.0099,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x02f260396aeea06e046c042fb1be8b0202bf001f05e1bf40a6bb0b8c29e27a58,1763437879360,ETH-USD,Open Long,0.0074,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x341d67bca13152703597042fb1be8502050a00a23c347142d7e6130f60352c5a,1763437878791,ETH-USD,Open Long,0.0074,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x231dbfcd554459532497042fb1be850204f300b2f0477825c6e66b201448333d,1763437878791,ETH-USD,Open Long,0.0099,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x2a0127a79817433b2b7a042fb1be54020f5d008d331a620dcdc9d2fa571b1d25,1763437875372,ETH-USD,Open Long,0.9516,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x772db10c7e8600bf78a7042fb1be54020f5c00f219891f911af65c5f3d89daaa,1763437875372,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x238b94c0244ddc312505042fb1be54020e1800a5bf40fb03c7544012e341b61b,1763437875372,ETH-USD,Open Long,0.2941,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xbde4a789f12b5739bf5e042fb1be54020e16006f8c2e760b61ad52dcb02f3124,1763437875372,ETH-USD,Open Long,0.1921,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x386014c73bc996de39d9042fb1be5302101500acd6ccb5b0dc28c019facd70c8,1763437875281,ETH-USD,Open Long,33.0923,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x674aac3e8ab1c95368c4042fb1be53020fdc002425b4e8250b13579149b5a33e,1763437875281,ETH-USD,Open Long,0.0165,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x7d0cdb1963ff90e77e86042fb1be53020e9000fefef2afb920d5866c22f36ad2,1763437875281,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xca39647e4a6e4e6bcbb3042fb1be53020e8f0063e5616d3d6e020fd109622856,1763437875281,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x0f2d4235e15f926710a6042fb1be50020425001b7c52b139b2f5ed88a0536c51,1763437874965,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x9ebc3091cf0bbb6ea035042fb1be4f02127d00776a0eda404284dbe48e0f9559,1763437874873,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x35ddfde795d347f43757042fb1be4d0213fc00cd30d666c6d9a6a93a54d721de,1763437874686,ETH-USD,Open Long,0.331,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x269183bdffda5991280b042fb1be4d02139c00a39add7863ca5a2f10bede337b,1763437874686,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xf59cbc1b6672caaaf716042fb1be4d02139600010175e97d9965676e2576a495,1763437874686,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xc4a7f478cd1b3bc4c621042fb1be4d021390005e681e5a9668709fcb8c1f15af,1763437874686,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0x886b28030cd96f9889e4042fb1be4a020a3b00e8a7dc8e6a2c33d355cbdd4983,1763437874442,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xf1cf732a405f5bbaf349042fb1be4a020a33000fdb527a8d95981e7cff5335a5,1763437874442,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xc535dfb00bbaeb5ac6af042fb1be470207a80095a6be0a2c68fe8b02cabec545,1763437874257,ETH-USD,Open Long,2655.153100000002,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3027.9518827686557
PERP,0xf62aa752a5127a40f7a4042fb1be470207ae00384015991399f352a56416542b,1763437874257,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xddb04381586eb2cddf29042fb1be470207ab0066f361d19f8178eed417628cb8,1763437874257,ETH-USD,Open Long,0.0496,0xffffffffffffffffffffffffffffffffffffffff,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,3025
PERP,0xe8de69a6c52cbb4fea58042fb16e740205390131602fda218ca714f98420953a,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36
PERP,0x3a3b837c28dda7f83bb5042fb16e740205390130c3d0c6cade042ecee7d181e2,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.041
PERP,0x8b989d518c8e94a08d12042fb16e74020539012f2781b3722f6148a44b826e8b,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.082
PERP,0xdcf5b726f03f8148de6f042fb16e74020539012e8b32a01a80be6279af335b33,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.122
PERP,0x2e52d0fc53e06df12fcc042fb16e74020539012deee38cc3d21b7c4f12e447db,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.163
PERP,0x7fafead1b7915a998129042fb16e74020539012c5294796b2378962476953484,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.204
PERP,0xd10d04a71b424741d286042fb16e74020539012bb645661374d5aff9da46212c,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.245
PERP,0x226a1e7c7ef333ea23e3042fb16e74020539012a19f652bcc632c9cf3df70dd4,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.286
PERP,0x73c73851e2a420927540042fb16e7402053901297da73f64178fe3a4a1a7fa7d,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.327
PERP,0xc524522746550d3ac69e042fb16e740205390128e1582c0c68ecfd7a0558e725,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.367
PERP,0x16816bfcaa05f9e317fb042fb16e740205390127450918b5ba4a174f6909d3cd,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.408
PERP,0x67de85d20db6e68b6958042fb16e740205390126a8ba055d0ba73124ccbac076,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.449
PERP,0xb93b9fa77167d333bab5042fb16e7402053901250c6af2055d044afa306bad1e,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.49
PERP,0x0a98b97cd518bfdc0c12042fb16e740205390124701bdeaeae6164cf941c99c6,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.531
PERP,0x5bf5d35238c9ac845d6f042fb16e740205390123d3cccb56ffbe7ea4f7cd866e,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.571
PERP,0xad52ed279c7a992caecc042fb16e740205390122377db7fe511b987a5b7e7317,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.612
PERP,0xfeb006fd002b85d40029042fb16e7402053901219b2ea4a7a278b24fbf2f5fbf,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.653
PERP,0x500d20d263dc727d5186042fb16e740205390120fedf914ff3d5cc2522d04c67,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.694
PERP,0xa16a3aa7c78d5f25a2e3042fb16e74020539011f62807df74532e5fa86813910,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.735
PERP,0xf2c7547d2b3e4bcdf441042fb16e74020539011ec6316aa0968fffcfea3225b8,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.776
PERP,0x44246e528eef3876459e042fb16e74020539011d29e25748e7ed19a54de31260,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.816
PERP,0x95818827f290251e96fb042fb16e74020539011c8d9343f0394a337ab193ff09,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.857
PERP,0xe6dea1fd564111c6e858042fb16e74020539011bf14430988aa74d501544ebb1,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.898
PERP,0x383bbbd2b9f1fe6f39b5042fb16e74020539011a54f51d41dc04672578f5d859,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.939
PERP,0x8998d5a81da2eb178b12042fb16e740205390119b8a609e92d6180fadca6c502,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,36.98
PERP,0xdaf5ef7d8153d7bfdc6f042fb16e7402053901181c56f6917ebe9ad04057b1aa,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.02
PERP,0x2c530952e504c4682dcc042fb16e7402053901178007e33ad01bb4a5a4089e52,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.061
PERP,0x7db0232848b5b1107f29042fb16e740205390116e3b8cfe22178ce7b07b98afb,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.102
PERP,0xcf0d3cfdac669db8d086042fb16e7402053901154769bc8a72d5e8506b6a77a3,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.143
PERP,0x206a56d310178a6121e4042fb16e740205390114ab1aa933c4330225cf1b644b,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.184
PERP,0x71c770a873c877097341042fb16e7402053901130ecb95db15901bfb32cc50f4,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.224
PERP,0xc3248a7dd77963b1c49e042fb16e740205390112727c828366ed35d0967d3d9c,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.265
PERP,0x1481a4533b2a505a15fb042fb16e740205390111d62d6f2cb84a4fa5fa2e2a44,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.306
PERP,0x65debe289edb3d026758042fb16e74020539011039de5bd409a7697b5ddf16ed,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.347
PERP,0xb73bd7fe028c29aab8b5042fb16e74020539010f9d8f487c5b048350c1800395,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.388
PERP,0x0898f1d3663d16530a12042fb16e74020539010e01303525ac619d262530f03d,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.429
PERP,0x59f60ba8c9ee02fb5b6f042fb16e74020539010d64e121cdfdbeb6fb88e1dce5,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.469
PERP,0xab53257e2d9eefa3accc042fb16e74020539010cc8920e754f1bd0d0ec92c98e,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.51
PERP,0xfcb03f53914fdc4bfe29042fb16e74020539010b2c42fb1ea078eaa65043b636,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.551
PERP,0x4e0d5928f4f0c8f44f87042fb16e74020539010a8ff3e7c6f1d6047bb3f4a2de,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.592
PERP,0x9f6a72fe58a1b59ca0e4042fb16e740205390109f3a4d46e43331e5117a58f87,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.633
PERP,0xf0c78cd3bc52a244f241042fb16e7402053901085755c117949038267b567c2f,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.673
PERP,0x4224a6a920038eed439e042fb16e740205390107bb06adbfe5ed51fbdf0768d7,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.714
PERP,0x9381c07e83b47b9594fb042fb16e7402053901061eb79a67374a6bd142b85580,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.755
PERP,0xe4deda53e765683de658042fb16e7402053901058268870f88a785a6a6694228,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.796
PERP,0x363bf4294b1654e637b5042fb16e740205390104e61973b8da049f7c0a1a2ed0,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.837
PERP,0x87990dfeaec7418e8912042fb16e74020539010349ca60602b61b9516dcb1b79,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.878
PERP,0xd8f627d412782e36da6f042fb16e740205390102ad7b4d087cbed326d17c0821,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.918
PERP,0x2a5341a976291adf2bcc042fb16e740205390101112c39b1ce1becfc352cf4c9,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,37.959
PERP,0x7bb05b7ed9da07877d2a042fb16e74020539006474dd26591f7906d198dde172,1763436256448,HYPE,order,7178.04,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,38
PERP,0x6d1701e07dc182e96e90042fb16ab4020a13013118c4a1bb10dfad333cc55cd4,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2500
PERP,0xbe741bb5e1726f91bfed042fb16ab4020a1301307c758e63623cc708a076497c,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2504.1
PERP,0x0fd1358b45235c3a114a042fb16ab4020a13012fe0267b0cb399e0de04273624,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2508.2
PERP,0x612e4f60a8d448e262a8042fb16ab4020a13012e43d767b404f6fab367d822cd,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2512.2
PERP,0xb28b69360c85358ab405042fb16ab4020a13012da788545c56541488cb890f75,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2516.3
PERP,0x03e8830b703622330562042fb16ab4020a13012c0b394105a7b12e5e2f39fc1d,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2520.4
PERP,0x55459ce0d3e70edb56bf042fb16ab4020a13012b6eea2dadf90e483392eae8c5,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2524.5
PERP,0xa6a2b6b63797fb83a81c042fb16ab4020a13012ad29b1a554a6b6208f69bd56e,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2528.6
PERP,0xf7ffd08b9b48e82bf979042fb16ab4020a130129364c06fe9bc87bde5a4cc216,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2532.7
PERP,0x495cea60fef9d4d44ad6042fb16ab4020a13012899fcf3a6ed2595b3bdfdaebe,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2536.7
PERP,0x9aba043662aac17c9c33042fb16ab4020a130127fdade04e3e82af8921ae9b67,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2540.8
PERP,0xec171e0bc65bae24ed90042fb16ab4020a130126615eccf68fdfc95e855f880f,1763436178902,ETH,order,143.8381,0xe7ec7fbf4f195fc8e57d814e15c3a2857cb632a3,limit,2544.9
